MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5.685,1.541,1.918,2.810,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.440,2.056,2.440,2.440,1.194,0.730,2.886,2.886,1.194,7.775,1.194,1.541,1.820,1.541,1.820,1.820,2.056,9.466,2.260,0.000,10.750,12.020,0.730,1.820,0.730,1.541,2.418,11.605,0.000,2.522,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.730,1.541,2.056,2.440,1.194,1.194,10.580,1.541,1.541,1.194,0.000,6.574,0.000,8.558,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.195,1.541,1.820,12.352
3.859,1.194,1.886,2.813,0.730,1.194,1.541,1.541,1.820,1.194,3.782,2.056,0.730,1.820,2.056,2.056,2.056,5.427,5.427,1.194,0.730,1.820,1.194,1.541,0.000,1.541,1.541,1.820,0.000,0.730,0.000,0.000,0.000,1.541,0.000,0.000,0.000,0.730,1.194,0.730,1.194,2.403,0.000,0.000,2.403,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,5.427,1.541,0.730,9.088,1.541,1.541,1.194,0.000,5.173,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.128,14.195,1.541,1.820,11.482
6.221,1.541,2.010,2.869,0.730,1.194,1.541,1.541,1.541,1.194,3.933,1.541,0.730,1.820,1.194,2.260,2.056,5.248,5.248,1.194,0.730,2.440,2.440,1.194,9.710,1.541,1.541,1.541,1.820,1.820,1.194,1.541,11.039,0.730,11.109,0.000,13.016,0.730,1.541,0.730,1.541,2.479,0.000,0.000,2.479,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.730,1.541,2.056,3.702,1.541,1.194,11.781,1.541,1.541,1.194,0.000,0.000,8.622,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.056,14.197,1.541,1.820,12.078
5.685,1.541,1.882,2.774,0.730,1.194,1.194,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.603,2.056,0.000,0.000,1.194,0.730,2.056,2.056,0.730,8.781,1.194,1.541,1.820,1.194,1.820,1.820,2.260,0.000,2.260,0.000,13.267,13.267,0.730,1.820,0.730,1.541,2.491,12.375,0.000,2.580,0.000,0.000,1.194,0.730,1.541,0.730,0.730,2.886,1.820,0.730,1.820,1.541,0.000,0.730,1.541,11.731,1.541,1.541,1.194,0.000,7.455,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.011,14.194,1.194,1.541,12.528
6.221,1.541,1.940,2.757,0.730,1.194,1.194,1.541,1.541,1.194,3.341,2.056,0.730,1.820,1.194,2.260,2.440,4.437,3.011,1.194,0.730,2.603,2.260,1.194,5.211,1.541,1.541,1.541,1.541,1.541,1.541,1.820,10.302,2.260,0.000,0.000,10.302,0.730,1.541,0.730,1.541,2.457,0.000,0.000,2.457,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.730,1.541,2.056,4.381,1.541,1.194,10.231,1.541,1.541,1.194,8.963,3.128,0.000,0.000,0.000,0.000,0.730,0.730,1.194,0.000,2.440,14.192,1.541,1.820,11.925
5.357,1.194,1.803,2.695,0.730,1.194,1.541,1.541,1.541,1.194,3.782,2.056,0.730,1.820,1.541,2.056,2.440,6.245,2.750,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,0.730,8.454,0.730,11.117,0.000,11.910,0.730,1.541,0.730,1.541,2.411,0.000,9.654,2.471,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,1.820,4.792,1.541,1.194,10.190,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.198,1.541,1.820,11.775
4.492,1.194,1.669,2.687,0.730,0.730,0.000,0.730,1.820,1.194,3.782,1.541,0.730,1.820,2.056,2.056,2.056,6.292,1.820,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,0.730,1.820,1.820,2.260,0.000,2.260,0.000,11.070,11.070,0.730,1.194,0.000,0.000,2.378,0.000,0.000,2.378,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,5.094,1.541,1.194,10.292,1.541,1.541,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.195,1.541,1.820,11.198
3.859,1.541,1.912,2.806,0.730,1.194,1.194,1.541,1.820,1.194,3.238,2.056,0.730,1.820,2.056,2.260,2.260,4.323,4.323,1.194,0.730,2.750,2.750,1.194,8.212,1.541,1.194,1.541,1.541,1.820,1.820,2.056,10.688,1.820,8.395,10.767,13.144,0.730,1.541,0.730,1.541,2.484,0.000,0.000,2.484,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.730,1.541,2.056,4.323,0.730,1.194,10.635,1.541,1.541,1.194,8.832,0.000,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,2.260,14.195,1.541,1.820,12.075
5.685,1.541,1.886,2.795,0.730,1.194,1.194,1.194,0.730,1.194,3.438,2.056,0.730,1.820,1.820,2.260,2.056,2.750,2.750,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.820,1.541,1.820,1.541,2.056,11.200,2.260,0.000,6.405,11.514,0.730,1.194,0.730,1.541,2.386,11.182,0.000,2.494,0.730,0.000,1.194,0.730,1.541,0.730,1.541,2.603,1.820,0.730,1.541,2.056,2.750,0.730,1.194,9.794,1.541,1.541,1.194,6.554,6.099,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.192,1.541,1.820,12.128
6.099,1.541,1.848,2.755,0.730,1.194,1.541,0.730,1.820,0.730,1.541,2.056,0.730,1.820,0.000,2.056,2.603,5.942,3.011,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.820,1.820,1.820,1.820,0.730,9.578,2.260,0.000,9.336,11.223,0.730,1.820,0.730,1.541,2.433,11.223,9.836,2.554,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.603,1.820,0.730,1.820,1.820,5.942,1.541,0.730,8.511,1.541,1.541,1.194,8.711,4.138,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.195,1.541,1.820,12.098
4.492,1.194,1.889,2.727,0.730,1.194,1.541,1.541,1.820,1.194,2.603,2.056,0.730,1.820,2.056,2.056,2.260,5.915,5.461,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.820,9.734,2.056,7.104,8.233,11.296,0.730,1.820,0.730,1.541,2.381,0.000,0.000,2.381,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.730,1.820,1.820,5.053,0.730,0.730,11.904,0.000,0.000,1.194,0.000,4.201,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.194,14.195,1.541,1.820,11.699
3.859,1.541,1.866,2.747,0.730,1.194,1.194,1.541,1.541,1.194,3.702,2.056,0.730,1.820,2.056,2.260,2.440,4.545,4.545,0.730,0.730,2.603,2.603,1.194,7.800,1.541,1.194,1.541,1.820,1.541,1.820,1.194,11.336,2.260,0.000,9.666,12.506,0.730,1.541,0.730,1.541,2.443,0.000,0.000,2.443,0.730,0.000,0.730,0.730,1.541,0.730,1.541,2.260,1.820,0.730,1.194,2.056,3.859,1.194,0.730,10.292,1.541,0.000,1.194,9.526,4.492,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,2.056,14.194,1.541,1.820,11.905
5.685,0.730,1.929,2.789,0.730,1.194,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.820,1.820,2.603,2.056,0.000,0.000,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,0.730,2.260,0.000,2.260,0.000,12.383,12.383,0.730,1.194,0.730,1.541,2.440,11.654,0.000,2.535,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,0.000,1.194,1.541,12.271,1.541,1.541,1.194,8.014,5.392,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.603,14.192,1.194,1.541,12.491
3.859,1.541,1.896,2.959,0.730,1.194,1.194,0.000,1.194,0.000,1.194,2.056,0.730,1.820,2.056,2.440,2.440,5.494,1.541,0.000,0.000,2.260,2.260,1.541,0.000,1.541,1.541,1.541,1.541,1.820,1.194,0.730,8.376,0.000,12.298,6.574,13.065,0.730,1.820,0.730,1.541,2.477,0.000,0.000,2.477,0.730,0.000,0.730,0.000,1.194,0.730,1.541,2.056,0.730,1.194,1.541,2.056,5.494,1.541,1.194,9.946,1.541,1.541,1.194,6.245,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.195,1.541,1.820,12.395
5.685,1.541,1.950,2.802,0.730,1.194,1.194,1.541,1.194,1.194,2.056,2.056,0.730,1.820,1.820,2.603,2.440,3.011,1.541,1.194,0.730,2.886,2.886,1.194,9.378,1.194,1.541,1.820,1.541,1.820,1.820,2.056,10.392,2.260,0.000,10.860,12.528,0.730,1.820,0.730,1.541,2.451,12.411,0.000,2.560,0.000,0.000,1.194,0.730,1.820,0.730,1.194,2.750,1.820,0.730,1.820,2.056,3.011,0.730,1.541,11.035,1.541,1.541,1.194,7.216,5.591,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.198,1.541,1.820,12.578
3.859,1.541,1.918,2.774,0.730,1.194,1.541,1.541,1.820,1.194,3.933,1.820,0.730,1.820,2.056,2.260,2.260,5.392,3.933,0.730,0.730,2.440,2.440,0.000,7.909,1.541,1.541,1.541,1.820,1.820,1.820,1.541,10.827,1.820,10.827,0.000,12.741,0.730,1.194,0.730,1.541,2.507,0.000,0.000,2.507,0.730,0.000,1.194,0.000,1.541,0.730,1.541,2.260,1.194,0.730,1.820,2.056,5.392,1.194,0.730,9.308,1.541,1.541,1.194,8.939,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,1.820,14.197,1.541,1.820,11.842
3.859,1.541,1.905,2.754,0.730,1.194,1.541,1.541,1.541,1.194,3.011,2.056,0.730,1.820,2.056,2.056,2.440,4.201,4.201,1.194,0.730,2.603,1.541,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.194,1.820,10.497,2.260,0.000,8.781,11.561,0.730,1.541,0.730,1.541,2.389,0.000,0.000,2.389,0.000,0.000,0.730,0.000,1.194,0.730,1.541,2.056,1.820,0.000,2.056,2.056,4.201,1.541,0.730,8.729,1.541,1.541,1.194,7.724,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.541,1.820,11.732
5.357,1.541,1.827,2.735,0.730,1.194,1.541,1.541,1.820,1.194,2.886,2.056,0.730,1.820,1.541,2.440,2.440,6.315,1.194,1.194,0.730,2.440,2.440,1.541,0.000,1.194,1.194,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.987,11.987,0.000,1.194,0.000,1.541,2.416,10.724,0.000,2.498,0.000,0.000,1.194,0.730,1.541,0.730,0.730,2.056,1.820,0.000,2.056,1.820,4.545,1.541,1.194,11.039,1.541,1.541,1.194,6.073,0.000,0.000,0.000,7.397,0.000,0.730,1.820,1.194,0.000,2.886,14.197,1.541,1.820,12.231
3.859,1.541,2.026,2.768,0.730,1.194,1.194,1.541,1.820,1.194,3.011,2.056,0.730,1.820,2.056,2.440,2.056,2.440,2.440,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.194,1.820,1.820,2.260,0.000,2.260,0.000,13.421,13.421,0.730,1.820,0.730,1.541,2.499,0.000,0.000,2.499,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.440,1.820,0.000,2.056,2.056,2.440,0.730,1.194,10.621,1.541,1.541,1.194,6.655,7.483,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.198,1.541,1.820,12.211
3.859,1.541,2.044,2.867,0.730,1.194,1.541,1.541,1.541,1.194,3.438,2.056,0.730,1.820,2.056,1.820,2.056,5.654,5.654,1.194,0.730,2.886,2.886,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,0.730,7.021,2.260,0.000,11.311,11.718,0.730,1.820,0.730,1.541,2.399,0.000,0.000,2.399,0.000,0.000,0.730,0.000,1.194,0.730,1.541,1.820,1.820,0.000,2.056,1.820,5.654,1.541,1.194,9.716,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.198,1.541,1.820,11.857
3.859,1.541,1.985,2.830,0.730,1.194,1.541,1.541,1.820,1.194,3.530,2.056,0.730,1.820,2.056,2.750,2.056,0.730,0.000,1.194,0.730,2.056,2.056,1.194,9.141,0.730,1.541,1.820,1.194,1.820,1.194,2.260,0.000,2.260,0.000,14.367,14.367,0.730,1.820,0.730,1.541,2.549,0.000,0.000,2.549,0.000,0.000,1.194,0.730,1.541,0.730,0.730,2.603,1.820,0.730,0.000,2.056,0.000,0.730,1.541,11.267,1.541,1.541,1.194,7.088,6.615,0.000,0.000,7.368,0.000,0.730,1.820,1.194,0.000,2.056,14.194,1.194,1.541,12.937
5.685,1.541,1.926,2.780,0.730,1.194,1.541,1.541,1.820,1.194,1.194,2.056,0.730,1.820,1.820,2.440,2.056,4.545,4.545,0.730,0.730,2.260,2.260,1.194,9.018,1.541,1.541,1.541,1.541,1.820,1.820,1.194,9.666,2.260,0.000,11.397,12.548,0.730,1.820,0.730,1.541,2.449,11.725,0.000,2.542,0.000,0.000,1.194,0.730,1.820,0.730,1.541,2.603,1.820,0.730,1.541,2.056,4.545,0.730,1.194,10.297,1.541,1.541,1.194,8.930,6.969,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.195,1.541,1.820,12.165
5.685,1.541,1.923,2.796,0.730,1.194,1.541,1.541,1.820,1.194,3.128,2.056,0.730,1.820,1.820,2.440,2.260,3.702,3.702,1.194,0.730,2.260,2.260,1.194,9.322,1.194,1.541,1.541,1.541,1.820,1.541,2.056,9.842,2.260,0.000,9.629,11.531,0.730,1.194,0.730,1.541,2.452,11.531,0.000,2.538,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.730,1.541,2.056,3.702,0.730,1.194,10.630,1.541,1.541,1.194,0.000,6.315,0.000,8.059,0.000,0.000,0.730,1.820,1.194,0.000,0.730,14.194,1.541,1.820,12.339
3.859,0.730,1.848,2.733,0.730,0.000,1.541,1.541,1.820,1.194,3.618,2.056,0.730,1.820,2.056,2.260,2.056,0.000,0.000,1.194,0.730,2.886,2.886,0.730,5.915,1.194,1.541,1.820,1.541,1.820,1.820,2.056,11.846,2.260,0.000,9.439,12.792,0.730,1.194,0.730,1.541,2.464,0.000,0.000,2.464,0.000,0.000,1.194,0.000,1.194,0.730,1.194,2.056,1.820,0.000,2.056,2.056,0.000,0.730,1.194,10.617,1.541,1.541,1.194,0.000,7.021,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.056,14.192,1.194,1.541,12.128
7.021,1.541,1.703,2.682,0.730,1.194,1.541,1.541,1.820,1.194,3.530,2.056,0.730,0.730,2.056,2.440,2.056,1.194,0.730,1.194,0.730,2.886,2.886,0.730,7.699,1.194,1.541,1.820,1.541,1.820,1.820,2.056,11.843,2.260,0.000,9.776,12.910,0.730,1.820,0.730,1.541,2.471,0.000,0.000,2.471,0.730,0.000,1.194,0.000,1.194,0.730,1.194,2.260,1.820,0.730,1.820,2.056,0.730,1.194,1.194,10.852,1.541,1.541,1.194,7.775,5.744,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.820,14.197,0.000,1.820,12.243
3.859,1.541,1.899,2.774,0.730,1.194,1.541,1.541,1.820,1.194,3.618,1.820,0.730,1.820,2.056,2.603,2.056,0.730,0.000,1.194,0.730,2.886,2.886,0.730,6.022,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,13.238,13.238,0.730,1.820,0.730,1.541,2.489,0.000,0.000,2.489,0.000,0.000,1.194,0.000,1.541,0.730,1.194,2.260,1.820,0.730,1.820,2.056,0.730,0.730,1.541,11.825,1.541,1.541,1.194,8.212,7.483,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,3.128,14.197,1.194,1.541,12.407
7.021,1.541,1.803,2.749,0.730,1.194,1.541,1.541,1.820,1.194,3.128,2.056,0.730,1.541,2.056,2.260,2.056,3.438,3.438,1.194,0.730,2.260,1.541,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.056,9.894,2.260,0.000,12.511,13.449,0.730,1.194,0.730,1.541,2.501,0.000,0.000,2.501,0.730,0.000,1.194,0.000,1.194,0.730,1.194,2.056,1.820,0.000,2.056,2.056,3.438,1.194,1.194,10.416,1.541,1.541,1.194,0.000,0.000,5.427,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.194,1.541,1.820,12.096
7.620,0.730,1.710,2.657,0.730,0.000,1.194,1.541,1.820,1.194,3.618,2.056,0.730,1.541,1.820,2.440,2.056,0.730,0.000,1.194,0.730,2.750,2.750,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.820,2.260,0.000,2.260,0.000,10.848,10.848,0.730,1.820,0.730,1.541,2.342,10.848,0.000,2.463,0.000,0.000,1.194,0.730,1.194,0.730,1.194,2.056,1.820,0.000,2.056,1.820,0.730,1.194,1.194,10.411,1.541,1.541,1.194,0.000,5.494,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.194,1.541,12.012
5.357,1.541,1.909,2.777,0.730,1.194,1.194,0.730,1.820,1.194,3.933,2.056,0.730,1.820,1.541,2.260,2.440,5.134,4.201,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.541,10.741,2.260,0.000,9.118,11.868,0.730,1.541,0.730,1.541,2.439,10.947,0.000,2.517,0.000,0.000,0.730,0.730,1.541,0.730,1.194,2.440,1.820,0.730,1.820,2.056,5.134,1.194,1.194,9.951,1.541,1.541,1.194,0.000,0.000,0.000,0.000,7.153,0.000,0.730,1.194,1.194,0.000,2.260,14.192,1.541,1.820,11.977
3.859,1.541,1.896,2.751,0.730,1.194,1.194,1.541,1.541,1.194,3.933,2.056,0.730,1.820,2.056,1.820,1.820,4.745,4.745,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,10.801,2.260,0.000,8.549,11.699,0.730,1.541,0.730,1.541,2.398,0.000,0.000,2.398,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,1.194,14.192,0.000,0.000,0.000,1.194,1.194,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.192,1.541,1.820,11.385
3.859,1.541,1.893,2.777,0.730,1.194,1.194,1.541,1.820,1.194,3.341,2.056,0.730,1.820,2.056,2.056,2.056,5.094,5.094,1.194,0.730,2.750,2.750,1.194,4.545,1.541,1.194,1.541,1.820,1.820,1.820,1.194,10.007,2.260,0.000,9.906,11.775,0.730,1.541,0.730,1.541,2.406,0.000,0.000,2.406,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.056,1.820,0.000,2.056,1.820,4.970,1.541,0.730,8.865,1.541,1.541,1.194,0.000,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,1.194,14.198,1.541,1.820,11.712
5.969,1.541,1.848,2.761,0.730,1.194,1.541,1.541,1.820,1.194,2.886,0.730,0.730,1.820,1.820,2.260,2.440,6.491,1.820,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.194,1.820,1.820,1.820,2.260,0.000,2.260,0.000,11.140,11.140,0.730,1.820,0.730,1.194,2.361,11.140,0.000,2.481,0.000,0.000,0.730,0.000,1.541,0.730,1.541,2.440,1.820,0.000,2.056,1.820,1.820,1.541,0.730,9.616,1.541,1.541,1.194,0.000,0.000,0.000,0.000,8.685,0.000,0.730,1.820,1.194,0.000,2.440,14.194,1.541,1.820,11.942
5.685,1.541,2.010,2.840,0.730,1.194,1.541,1.541,1.820,1.194,3.859,2.056,0.730,1.820,1.820,2.603,2.056,0.000,0.000,1.194,0.730,2.886,2.886,1.541,0.000,1.194,1.541,1.820,1.541,1.820,1.541,2.260,0.000,2.260,0.000,12.341,12.341,0.730,1.820,0.730,1.541,2.438,11.641,0.000,2.533,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.603,1.820,0.730,1.820,2.056,0.000,1.194,1.194,11.090,0.000,1.541,1.194,0.000,5.392,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.440,14.192,1.194,1.541,12.360
7.991,1.541,1.827,2.699,0.730,0.730,1.541,0.730,1.820,1.194,1.541,2.056,0.730,0.000,1.820,2.056,2.260,6.574,2.603,1.194,0.730,2.886,2.886,1.541,0.000,1.541,0.730,1.820,1.820,1.194,1.820,1.541,8.212,2.260,0.000,10.608,11.439,0.730,1.820,0.000,1.541,2.413,11.439,0.000,2.515,0.730,0.000,1.194,0.000,2.260,0.730,0.000,2.750,1.820,0.000,2.056,1.194,14.195,0.000,0.000,0.000,1.194,1.194,0.730,0.000,7.921,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.195,1.541,1.820,11.820
5.357,1.541,1.848,2.798,0.730,1.194,1.541,1.541,1.820,1.194,3.702,2.056,0.730,1.820,1.541,2.056,1.820,5.685,0.730,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,0.730,8.963,2.260,0.000,10.148,11.397,0.730,1.194,0.730,1.541,2.448,10.599,0.000,2.515,0.000,0.000,0.730,0.730,1.541,0.730,1.541,2.603,1.541,0.730,1.820,2.056,5.685,1.541,0.730,8.873,1.541,1.541,1.194,0.000,0.000,0.000,0.000,7.620,0.000,0.730,1.820,1.194,0.000,0.730,14.197,1.541,1.820,11.783
5.685,1.541,1.918,2.849,0.730,1.194,1.194,1.541,1.541,1.194,3.238,1.194,0.730,1.820,1.820,2.440,2.440,4.437,3.128,1.194,0.730,2.260,2.260,1.194,4.697,1.541,1.541,1.541,1.820,1.820,1.820,1.820,11.490,2.260,0.000,0.000,11.490,0.730,0.730,0.730,1.541,2.489,11.490,0.000,2.560,0.730,0.000,1.194,0.730,1.541,0.730,1.194,2.750,1.820,0.730,1.541,2.056,4.437,0.730,1.194,10.464,1.541,1.541,1.194,0.000,8.604,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,1.541,14.192,1.541,1.820,12.367
3.859,1.541,1.918,2.774,0.730,1.194,1.541,1.541,1.820,1.194,3.933,2.056,0.730,1.820,2.056,2.260,2.056,5.559,5.559,0.730,0.730,2.603,2.603,0.730,8.492,1.541,1.541,1.541,1.820,1.820,1.820,2.056,12.845,2.260,0.000,7.201,13.131,0.730,1.541,0.730,1.541,2.508,0.000,0.000,2.508,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.440,1.820,1.194,1.820,2.056,5.559,0.730,1.194,9.824,1.541,1.541,1.194,6.845,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.886,14.197,1.541,1.820,12.026
6.221,1.541,1.725,2.747,0.730,1.194,1.194,1.541,1.194,1.194,3.011,2.056,0.730,1.820,1.194,2.260,2.260,4.003,4.003,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.541,2.056,11.571,2.260,0.000,7.921,12.134,0.730,1.541,0.730,1.541,2.425,0.000,0.000,2.425,0.730,0.000,0.730,0.000,1.541,0.730,1.541,2.260,1.820,0.000,2.056,1.820,4.003,1.541,1.194,10.688,1.541,1.541,1.194,7.021,0.000,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,1.541,14.192,1.541,1.820,11.867
5.357,1.194,1.902,2.823,0.730,1.194,1.541,1.541,1.820,1.194,2.603,2.056,0.730,1.820,1.541,2.056,2.056,5.591,5.591,1.194,0.730,2.440,2.440,1.541,0.000,1.541,1.541,1.541,1.820,1.820,1.820,1.194,9.836,2.260,0.000,10.221,11.862,0.730,1.541,0.730,1.194,2.408,10.943,0.000,2.499,0.000,0.000,0.730,0.730,1.820,0.730,1.541,2.260,1.820,0.000,2.056,2.056,5.591,1.541,0.730,8.881,1.541,1.541,1.194,8.939,0.000,0.000,0.000,0.000,0.000,0.730,1.541,1.194,0.000,2.260,14.194,1.541,1.820,11.932
5.685,0.730,1.872,2.737,0.730,0.000,1.194,1.541,1.820,1.194,3.618,2.056,0.730,1.820,1.820,2.440,2.056,2.886,2.750,0.730,0.730,2.886,2.886,1.194,13.497,1.194,1.541,1.820,1.541,1.820,1.820,1.194,10.947,2.260,0.000,9.222,12.054,0.730,1.820,0.730,1.541,2.420,12.054,0.000,2.536,0.000,0.000,1.194,0.730,1.541,0.730,1.194,2.440,1.820,0.730,1.541,1.820,2.886,1.194,1.194,10.635,1.541,1.541,1.194,0.000,2.886,0.000,0.000,8.081,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.541,1.820,12.384
5.685,1.541,1.945,2.801,0.730,1.194,1.541,1.541,1.820,1.194,3.238,2.056,0.730,1.820,1.820,2.260,2.260,4.927,4.927,0.000,0.730,2.603,1.541,1.194,9.493,1.194,1.541,1.541,1.820,1.820,1.820,1.820,9.616,2.056,7.812,7.383,11.155,0.730,1.194,0.730,1.541,2.432,11.155,0.000,2.518,0.000,0.730,0.730,1.194,1.541,0.730,1.541,2.440,1.820,0.730,1.820,2.056,4.927,1.541,1.194,10.464,1.541,1.541,1.194,8.356,0.000,0.000,0.000,0.000,0.000,0.730,1.820,1.194,0.000,2.260,14.194,1.541,1.820,12.073
3.859,1.541,1.918,2.826,0.730,1.194,1.541,1.541,1.820,1.194,2.750,2.056,0.730,1.820,2.056,2.260,2.603,5.654,2.056,1.194,0.730,2.603,2.603,1.541,0.000,1.541,1.194,1.541,1.820,1.820,1.820,2.260,0.000,2.260,0.000,12.375,12.375,0.730,1.820,0.730,1.541,2.449,0.000,0.000,2.449,0.000,0.730,0.730,0.000,1.541,0.730,1.194,2.260,1.820,0.730,1.820,2.056,5.654,1.541,0.730,9.026,1.541,1.541,1.194,0.000,4.792,0.000,0.000,0.000,0.000,0.730,1.194,1.194,0.000,2.603,14.197,1.541,0.730,11.974
